OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
526,2021/01/04 15:00:00+00,Wicomico,95,2598,0,0
527,2021/01/04 15:00:00+00,Worcester,80,1096,0,0
528,2021/01/05 15:00:00+00,Allegany,157,1105,0,0
529,2021/01/05 15:00:00+00,Anne Arundel,824,7261,16,29
530,2021/01/05 15:00:00+00,Baltimore,2141,17227,88,168
531,2021/01/05 15:00:00+00,Baltimore City,1298,11067,84,208
532,2021/01/05 15:00:00+00,Calvert,80,1619,0,0
533,2021/01/05 15:00:00+00,Caroline,60,896,0,0
534,2021/01/05 15:00:00+00,Carroll,412,3129,3,8
535,2021/01/05 15:00:00+00,Cecil,268,1255,2,3
536,2021/01/05 15:00:00+00,Charles,122,1072,2,2
537,2021/01/05 15:00:00+00,Dorchester,222,858,0,1
538,2021/01/05 15:00:00+00,Frederick,772,4153,7,15
539,2021/01/05 15:00:00+00,Garrett,174,637,0,0
540,2021/01/05 15:00:00+00,Harford,730,5285,29,42
541,2021/01/05 15:00:00+00,Howard,847,6867,50,89
542,2021/01/05 15:00:00+00,Kent,89,572,0,0
543,2021/01/05 15:00:00+00,Montgomery,1124,12782,89,122
544,2021/01/05 15:00:00+00,Prince George's,443,4858,13,15
545,2021/01/05 15:00:00+00,Queen Anne's,111,962,1,1
546,2021/01/05 15:00:00+00,Somerset,17,401,0,0
547,2021/01/05 15:00:00+00,St. Mary's,168,1697,0,0
548,2021/01/05 15:00:00+00,Talbot,127,853,0,1
549,2021/01/05 15:00:00+00,Unknown,672,6253,34,44
550,2021/01/05 15:00:00+00,Washington,211,2486,0,0
551,2021/01/05 15:00:00+00,Wicomico,248,2846,0,0
552,2021/01/05 15:00:00+00,Worcester,287,1383,0,0
553,2021/01/06 15:00:00+00,Allegany,192,1297,0,0
554,2021/01/06 15:00:00+00,Anne Arundel,1157,8418,67,96
555,2021/01/06 15:00:00+00,Baltimore,2209,19436,180,348
556,2021/01/06 15:00:00+00,Baltimore City,1160,12227,190,398
557,2021/01/06 15:00:00+00,Calvert,130,1749,1,1
558,2021/01/06 15:00:00+00,Caroline,299,1195,2,2
559,2021/01/06 15:00:00+00,Carroll,782,3911,18,26
560,2021/01/06 15:00:00+00,Cecil,124,1379,2,5
561,2021/01/06 15:00:00+00,Charles,447,1519,7,9
562,2021/01/06 15:00:00+00,Dorchester,57,915,5,6
563,2021/01/06 15:00:00+00,Frederick,728,4881,6,21
564,2021/01/06 15:00:00+00,Garrett,167,804,0,0
565,2021/01/06 15:00:00+00,Harford,848,6133,73,115
566,2021/01/06 15:00:00+00,Howard,823,7690,94,183
567,2021/01/06 15:00:00+00,Kent,78,650,0,0
568,2021/01/06 15:00:00+00,Montgomery,1938,14720,35,157
569,2021/01/06 15:00:00+00,Prince George's,633,5491,12,27
570,2021/01/06 15:00:00+00,Queen Anne's,261,1223,4,5
571,2021/01/06 15:00:00+00,Somerset,86,487,0,0
572,2021/01/06 15:00:00+00,St. Mary's,265,1962,6,6
573,2021/01/06 15:00:00+00,Talbot,173,1026,3,4
574,2021/01/06 15:00:00+00,Unknown,886,7139,36,80
575,2021/01/06 15:00:00+00,Washington,484,2970,2,2
576,2021/01/06 15:00:00+00,Wicomico,251,3097,1,1
577,2021/01/06 15:00:00+00,Worcester,85,1468,0,0
578,2021/01/07 15:00:00+00,Allegany,243,1540,0,0
579,2021/01/07 15:00:00+00,Anne Arundel,1412,9830,108,204
580,2021/01/07 15:00:00+00,Baltimore,2430,21866,286,634
581,2021/01/07 15:00:00+00,Baltimore City,1285,13512,269,667
582,2021/01/07 15:00:00+00,Calvert,131,1880,3,4
583,2021/01/07 15:00:00+00,Caroline,69,1264,4,6
584,2021/01/07 15:00:00+00,Carroll,376,4287,29,55
585,2021/01/07 15:00:00+00,Cecil,271,1650,5,10
586,2021/01/07 15:00:00+00,Charles,135,1654,12,21
587,2021/01/07 15:00:00+00,Dorchester,113,1028,9,15
588,2021/01/07 15:00:00+00,Frederick,520,5401,47,68
589,2021/01/07 15:00:00+00,Garrett,130,934,0,0
590,2021/01/07 15:00:00+00,Harford,905,7038,87,202
591,2021/01/07 15:00:00+00,Howard,1113,8803,153,336
592,2021/01/07 15:00:00+00,Kent,24,674,5,5
593,2021/01/07 15:00:00+00,Montgomery,2633,17353,256,413
594,2021/01/07 15:00:00+00,Prince George's,602,6093,24,51
595,2021/01/07 15:00:00+00,Queen Anne's,111,1334,8,13
596,2021/01/07 15:00:00+00,Somerset,10,497,12,12
597,2021/01/07 15:00:00+00,St. Mary's,175,2137,8,14
598,2021/01/07 15:00:00+00,Talbot,97,1123,7,11
599,2021/01/07 15:00:00+00,Unknown,898,8037,100,180
600,2021/01/07 15:00:00+00,Washington,556,3526,3,5
601,2021/01/07 15:00:00+00,Wicomico,212,3309,98,99
602,2021/01/07 15:00:00+00,Worcester,73,1541,33,33
603,2021/01/08 15:00:00+00,Allegany,104,1644,5,5
604,2021/01/08 15:00:00+00,Anne Arundel,1588,11418,184,388
605,2021/01/08 15:00:00+00,Baltimore,2084,23950,345,979
606,2021/01/08 15:00:00+00,Baltimore City,1269,14781,299,966
607,2021/01/08 15:00:00+00,Calvert,499,2379,12,16
608,2021/01/08 15:00:00+00,Caroline,107,1371,3,9
609,2021/01/08 15:00:00+00,Carroll,731,5018,62,117
610,2021/01/08 15:00:00+00,Cecil,108,1758,6,16
611,2021/01/08 15:00:00+00,Charles,152,1806,19,40
612,2021/01/08 15:00:00+00,Dorchester,121,1149,7,22
613,2021/01/08 15:00:00+00,Frederick,418,5819,116,184
614,2021/01/08 15:00:00+00,Garrett,325,1259,0,0
615,2021/01/08 15:00:00+00,Harford,737,7775,104,306
616,2021/01/08 15:00:00+00,Howard,1039,9842,210,546
617,2021/01/08 15:00:00+00,Kent,34,708,0,5
618,2021/01/08 15:00:00+00,Montgomery,2754,20107,231,644
619,2021/01/08 15:00:00+00,Prince George's,850,6943,62,113
620,2021/01/08 15:00:00+00,Queen Anne's,330,1664,18,31
621,2021/01/08 15:00:00+00,Somerset,59,556,29,41
622,2021/01/08 15:00:00+00,St. Mary's,359,2496,26,40
623,2021/01/08 15:00:00+00,Talbot,320,1443,17,28
624,2021/01/08 15:00:00+00,Unknown,8608,16645,226,406
625,2021/01/08 15:00:00+00,Washington,441,3967,71,76
626,2021/01/08 15:00:00+00,Wicomico,237,3546,315,414
627,2021/01/08 15:00:00+00,Worcester,84,1625,151,184
628,2021/01/09 15:00:00+00,Allegany,18,1662,0,5
629,2021/01/09 15:00:00+00,Anne Arundel,297,11715,44,432
630,2021/01/09 15:00:00+00,Baltimore,336,24286,137,1116
631,2021/01/09 15:00:00+00,Baltimore City,377,15158,140,1106
632,2021/01/09 15:00:00+00,Calvert,413,2792,0,16
633,2021/01/09 15:00:00+00,Caroline,5,1376,0,9
634,2021/01/09 15:00:00+00,Carroll,57,5075,20,137
635,2021/01/09 15:00:00+00,Cecil,31,1789,0,16
636,2021/01/09 15:00:00+00,Charles,496,2302,0,40
637,2021/01/09 15:00:00+00,Dorchester,5,1154,1,23
638,2021/01/09 15:00:00+00,Frederick,332,6151,16,200
639,2021/01/09 15:00:00+00,Garrett,1,1260,0,0
640,2021/01/09 15:00:00+00,Harford,80,7855,26,332
641,2021/01/09 15:00:00+00,Howard,394,10236,103,649
642,2021/01/09 15:00:00+00,Kent,2,710,0,5
643,2021/01/09 15:00:00+00,Montgomery,713,20820,121,765
644,2021/01/09 15:00:00+00,Prince George's,313,7256,22,135
645,2021/01/09 15:00:00+00,Queen Anne's,17,1681,3,34
646,2021/01/09 15:00:00+00,Somerset,56,612,10,51
647,2021/01/09 15:00:00+00,St. Mary's,294,2790,1,41
648,2021/01/09 15:00:00+00,Talbot,6,1449,1,29
649,2021/01/09 15:00:00+00,Unknown,246,16891,59,465
650,2021/01/09 15:00:00+00,Washington,39,4006,3,79
651,2021/01/09 15:00:00+00,Wicomico,145,3691,110,524
652,2021/01/09 15:00:00+00,Worcester,83,1708,42,226
653,2021/01/10 15:00:00+00,Allegany,1,1663,0,5
654,2021/01/10 15:00:00+00,Anne Arundel,429,12144,12,444
655,2021/01/10 15:00:00+00,Baltimore,368,24654,41,1157
656,2021/01/10 15:00:00+00,Baltimore City,215,15373,63,1169
657,2021/01/10 15:00:00+00,Calvert,24,2816,0,16
658,2021/01/10 15:00:00+00,Caroline,1,1377,0,9
659,2021/01/10 15:00:00+00,Carroll,27,5102,13,150
660,2021/01/10 15:00:00+00,Cecil,3,1792,0,16
661,2021/01/10 15:00:00+00,Charles,28,2330,0,40
662,2021/01/10 15:00:00+00,Frederick,108,6259,18,218
663,2021/01/10 15:00:00+00,Harford,41,7896,12,344
664,2021/01/10 15:00:00+00,Howard,118,10354,32,681
665,2021/01/10 15:00:00+00,Montgomery,586,21406,110,875
666,2021/01/10 15:00:00+00,Prince George's,464,7720,2,137
667,2021/01/10 15:00:00+00,Queen Anne's,8,1689,1,35
668,2021/01/10 15:00:00+00,St. Mary's,6,2796,0,41
669,2021/01/10 15:00:00+00,Unknown,104,16995,17,482
670,2021/01/10 15:00:00+00,Washington,9,4015,3,82
671,2021/01/10 15:00:00+00,Wicomico,1,3692,0,524
672,2021/01/10 15:00:00+00,Worcester,1,1709,0,226
673,2021/01/11 15:00:00+00,Allegany,152,1815,2,7
674,2021/01/11 15:00:00+00,Anne Arundel,1377,13521,279,723
675,2021/01/11 15:00:00+00,Baltimore,3368,28022,537,1694
676,2021/01/11 15:00:00+00,Baltimore City,1512,16885,469,1638
677,2021/01/11 15:00:00+00,Calvert,121,2937,18,34
678,2021/01/11 15:00:00+00,Caroline,34,1411,6,15
679,2021/01/11 15:00:00+00,Carroll,545,5647,107,257
680,2021/01/11 15:00:00+00,Cecil,128,1920,10,26
681,2021/01/11 15:00:00+00,Charles,75,2405,34,74
682,2021/01/11 15:00:00+00,Dorchester,25,1179,6,29
683,2021/01/11 15:00:00+00,Frederick,593,6852,208,426
684,2021/01/11 15:00:00+00,Garrett,208,1468,1,1
685,2021/01/11 15:00:00+00,Harford,706,8602,199,543
686,2021/01/11 15:00:00+00,Howard,472,10826,269,950
687,2021/01/11 15:00:00+00,Kent,14,724,12,17
688,2021/01/11 15:00:00+00,Montgomery,1692,23098,427,1302
689,2021/01/11 15:00:00+00,Prince George's,656,8376,162,299
690,2021/01/11 15:00:00+00,Queen Anne's,193,1882,29,64
691,2021/01/11 15:00:00+00,Somerset,7,619,0,51
692,2021/01/11 15:00:00+00,St. Mary's,171,2967,42,83
693,2021/01/11 15:00:00+00,Talbot,154,1603,14,43
694,2021/01/11 15:00:00+00,Unknown,524,17519,213,695
695,2021/01/11 15:00:00+00,Washington,220,4235,156,238
696,2021/01/11 15:00:00+00,Wicomico,225,3917,9,533
697,2021/01/11 15:00:00+00,Worcester,44,1753,0,226
698,2021/01/12 15:00:00+00,Allegany,370,2185,2,9
699,2021/01/12 15:00:00+00,Anne Arundel,1581,15102,394,1117
700,2021/01/12 15:00:00+00,Baltimore,3917,31939,881,2575
701,2021/01/12 15:00:00+00,Baltimore City,1639,18524,516,2154
702,2021/01/12 15:00:00+00,Calvert,235,3172,21,55
703,2021/01/12 15:00:00+00,Caroline,30,1441,13,28
704,2021/01/12 15:00:00+00,Carroll,350,5997,223,480
705,2021/01/12 15:00:00+00,Cecil,179,2099,25,51
706,2021/01/12 15:00:00+00,Charles,122,2527,47,121
707,2021/01/12 15:00:00+00,Dorchester,137,1316,12,41
708,2021/01/12 15:00:00+00,Frederick,1061,7913,269,695
709,2021/01/12 15:00:00+00,Garrett,17,1485,0,1
710,2021/01/12 15:00:00+00,Harford,692,9294,223,766
711,2021/01/12 15:00:00+00,Howard,586,11412,397,1347
712,2021/01/12 15:00:00+00,Kent,33,757,8,25
713,2021/01/12 15:00:00+00,Montgomery,2494,25592,881,2183
714,2021/01/12 15:00:00+00,Prince George's,1121,9497,484,783
715,2021/01/12 15:00:00+00,Queen Anne's,128,2010,82,146
716,2021/01/12 15:00:00+00,Somerset,16,635,2,53
717,2021/01/12 15:00:00+00,St. Mary's,363,3330,45,128
718,2021/01/12 15:00:00+00,Talbot,113,1716,27,70
719,2021/01/12 15:00:00+00,Unknown,746,18265,330,1025
720,2021/01/12 15:00:00+00,Washington,274,4509,208,446
721,2021/01/12 15:00:00+00,Wicomico,152,4069,26,559
722,2021/01/12 15:00:00+00,Worcester,253,2006,112,338
723,2021/01/13 15:00:00+00,Allegany,208,2393,1,10
724,2021/01/13 15:00:00+00,Anne Arundel,1552,16654,238,1355
725,2021/01/13 15:00:00+00,Baltimore,3000,34939,883,3458
726,2021/01/13 15:00:00+00,Baltimore City,1429,19953,369,2523
727,2021/01/13 15:00:00+00,Calvert,388,3560,17,72
728,2021/01/13 15:00:00+00,Caroline,168,1609,18,46
729,2021/01/13 15:00:00+00,Carroll,821,6818,139,619
730,2021/01/13 15:00:00+00,Cecil,497,2596,13,64
731,2021/01/13 15:00:00+00,Charles,625,3152,22,143
732,2021/01/13 15:00:00+00,Dorchester,25,1341,11,52
733,2021/01/13 15:00:00+00,Frederick,791,8704,201,896
734,2021/01/13 15:00:00+00,Garrett,183,1668,0,1
735,2021/01/13 15:00:00+00,Harford,802,10096,175,941
736,2021/01/13 15:00:00+00,Howard,1025,12437,222,1569
737,2021/01/13 15:00:00+00,Kent,97,854,2,27
738,2021/01/13 15:00:00+00,Montgomery,2276,27868,400,2583
739,2021/01/13 15:00:00+00,Prince George's,1088,10585,195,978
740,2021/01/13 15:00:00+00,Queen Anne's,253,2263,17,163
741,2021/01/13 15:00:00+00,Somerset,70,705,20,73
742,2021/01/13 15:00:00+00,St. Mary's,706,4036,34,162
743,2021/01/13 15:00:00+00,Talbot,106,1822,20,90
744,2021/01/13 15:00:00+00,Unknown,915,19180,286,1311
745,2021/01/13 15:00:00+00,Washington,530,5039,101,547
746,2021/01/13 15:00:00+00,Wicomico,173,4242,152,711
747,2021/01/13 15:00:00+00,Worcester,28,2034,57,395
748,2021/01/14 15:00:00+00,Allegany,327,2720,0,10
749,2021/01/14 15:00:00+00,Anne Arundel,1362,18016,112,1467
750,2021/01/14 15:00:00+00,Baltimore,2816,37755,382,3840
751,2021/01/14 15:00:00+00,Baltimore City,1657,21610,348,2871
752,2021/01/14 15:00:00+00,Calvert,487,4047,8,80
753,2021/01/14 15:00:00+00,Caroline,78,1687,5,51
754,2021/01/14 15:00:00+00,Carroll,665,7483,53,672
755,2021/01/14 15:00:00+00,Cecil,273,2869,2,66
756,2021/01/14 15:00:00+00,Charles,138,3290,23,166
757,2021/01/14 15:00:00+00,Dorchester,163,1504,4,56
758,2021/01/14 15:00:00+00,Frederick,1125,9829,18,914
759,2021/01/14 15:00:00+00,Garrett,16,1684,0,1
760,2021/01/14 15:00:00+00,Harford,829,10925,106,1047
761,2021/01/14 15:00:00+00,Howard,1053,13490,116,1685
762,2021/01/14 15:00:00+00,Kent,13,867,3,30
763,2021/01/14 15:00:00+00,Montgomery,2271,30139,151,2734
764,2021/01/14 15:00:00+00,Prince George's,946,11531,152,1130
765,2021/01/14 15:00:00+00,Queen Anne's,81,2344,14,177
766,2021/01/14 15:00:00+00,Somerset,22,727,10,83
767,2021/01/14 15:00:00+00,St. Mary's,735,4771,12,174
768,2021/01/14 15:00:00+00,Talbot,187,2009,9,99
769,2021/01/14 15:00:00+00,Unknown,800,19980,119,1430
770,2021/01/14 15:00:00+00,Washington,555,5594,13,560
771,2021/01/14 15:00:00+00,Wicomico,466,4708,99,810
772,2021/01/14 15:00:00+00,Worcester,126,2160,30,425
773,2021/01/15 15:00:00+00,Allegany,310,3030,0,10
774,2021/01/15 15:00:00+00,Anne Arundel,1632,19648,84,1551
775,2021/01/15 15:00:00+00,Baltimore,2071,39826,243,4083
776,2021/01/15 15:00:00+00,Baltimore City,1319,22929,156,3027
777,2021/01/15 15:00:00+00,Calvert,620,4667,72,152
778,2021/01/15 15:00:00+00,Caroline,104,1791,4,55
779,2021/01/15 15:00:00+00,Carroll,920,8403,126,798
780,2021/01/15 15:00:00+00,Cecil,358,3227,8,74
781,2021/01/15 15:00:00+00,Charles,567,3857,16,182
782,2021/01/15 15:00:00+00,Dorchester,263,1767,39,95
783,2021/01/15 15:00:00+00,Frederick,1093,10922,16,930
784,2021/01/15 15:00:00+00,Garrett,212,1896,0,1
785,2021/01/15 15:00:00+00,Harford,616,11541,203,1250
786,2021/01/15 15:00:00+00,Howard,1024,14514,135,1820
787,2021/01/15 15:00:00+00,Kent,27,894,2,32
788,2021/01/15 15:00:00+00,Montgomery,2567,32706,250,2984
789,2021/01/15 15:00:00+00,Prince George's,1455,12986,214,1344
790,2021/01/15 15:00:00+00,Queen Anne's,397,2741,8,185
791,2021/01/15 15:00:00+00,Somerset,59,786,1,84
792,2021/01/15 15:00:00+00,St. Mary's,788,5559,28,202
793,2021/01/15 15:00:00+00,Talbot,411,2420,3,102
794,2021/01/15 15:00:00+00,Unknown,841,20821,89,1519
795,2021/01/15 15:00:00+00,Washington,419,6013,7,567
796,2021/01/15 15:00:00+00,Wicomico,548,5256,10,820
797,2021/01/15 15:00:00+00,Worcester,185,2345,4,429
798,2021/01/16 15:00:00+00,Allegany,6,3036,0,10
799,2021/01/16 15:00:00+00,Anne Arundel,505,20153,129,1680
800,2021/01/16 15:00:00+00,Baltimore,660,40486,238,4321
801,2021/01/16 15:00:00+00,Baltimore City,412,23341,286,3313
802,2021/01/16 15:00:00+00,Calvert,53,4720,1,153
803,2021/01/16 15:00:00+00,Caroline,3,1794,3,58
804,2021/01/16 15:00:00+00,Carroll,192,8595,17,815
805,2021/01/16 15:00:00+00,Cecil,8,3235,2,76
806,2021/01/16 15:00:00+00,Charles,43,3900,18,200
807,2021/01/16 15:00:00+00,Dorchester,6,1773,2,97
808,2021/01/16 15:00:00+00,Frederick,461,11383,4,934
809,2021/01/16 15:00:00+00,Garrett,75,1971,0,1
810,2021/01/16 15:00:00+00,Harford,106,11647,25,1275
811,2021/01/16 15:00:00+00,Howard,475,14989,130,1950
812,2021/01/16 15:00:00+00,Kent,29,923,53,85
813,2021/01/16 15:00:00+00,Montgomery,389,33095,45,3029
814,2021/01/16 15:00:00+00,Prince George's,532,13518,263,1607
815,2021/01/16 15:00:00+00,Queen Anne's,22,2763,12,197
816,2021/01/16 15:00:00+00,Somerset,4,790,0,84
817,2021/01/16 15:00:00+00,St. Mary's,602,6161,11,213
818,2021/01/16 15:00:00+00,Talbot,11,2431,3,105
819,2021/01/16 15:00:00+00,Unknown,204,21025,41,1560
820,2021/01/16 15:00:00+00,Washington,37,6050,0,567
821,2021/01/16 15:00:00+00,Wicomico,45,5301,1,821
822,2021/01/16 15:00:00+00,Worcester,683,3028,1,430
823,2021/01/17 15:00:00+00,Allegany,1,3037,0,10
824,2021/01/17 15:00:00+00,Anne Arundel,353,20506,42,1722
825,2021/01/17 15:00:00+00,Baltimore,430,40916,279,4600
826,2021/01/17 15:00:00+00,Baltimore City,179,23520,213,3526
827,2021/01/17 15:00:00+00,Calvert,6,4726,5,158
828,2021/01/17 15:00:00+00,Caroline,45,1839,42,100
829,2021/01/17 15:00:00+00,Carroll,24,8619,9,824
830,2021/01/17 15:00:00+00,Cecil,60,3295,20,96
831,2021/01/17 15:00:00+00,Charles,45,3945,118,318
832,2021/01/17 15:00:00+00,Dorchester,2,1775,3,100
833,2021/01/17 15:00:00+00,Frederick,68,11451,102,1036
834,2021/01/17 15:00:00+00,Garrett,0,1971,1,2
835,2021/01/17 15:00:00+00,Harford,39,11686,40,1315
836,2021/01/17 15:00:00+00,Howard,74,15063,41,1991
837,2021/01/17 15:00:00+00,Kent,2,925,0,85
838,2021/01/17 15:00:00+00,Montgomery,275,33370,61,3090
839,2021/01/17 15:00:00+00,Prince George's,182,13700,42,1649
840,2021/01/17 15:00:00+00,Queen Anne's,11,2774,2,199
841,2021/01/17 15:00:00+00,Somerset,38,828,76,160
842,2021/01/17 15:00:00+00,St. Mary's,4,6165,6,219
843,2021/01/17 15:00:00+00,Talbot,1,2432,8,113
844,2021/01/17 15:00:00+00,Unknown,113,21138,64,1624
845,2021/01/17 15:00:00+00,Washington,35,6085,73,640
846,2021/01/17 15:00:00+00,Wicomico,4,5305,13,834
847,2021/01/17 15:00:00+00,Worcester,10,3038,42,472
848,2021/01/18 15:00:00+00,Allegany,0,3037,18,28
849,2021/01/18 15:00:00+00,Anne Arundel,1669,22175,283,2005
850,2021/01/18 15:00:00+00,Baltimore,857,41773,256,4856
851,2021/01/18 15:00:00+00,Baltimore City,697,24217,190,3716
852,2021/01/18 15:00:00+00,Calvert,28,4754,22,180
853,2021/01/18 15:00:00+00,Caroline,16,1855,7,107
854,2021/01/18 15:00:00+00,Carroll,134,8753,34,858
855,2021/01/18 15:00:00+00,Cecil,50,3345,41,137
856,2021/01/18 15:00:00+00,Charles,44,3989,11,329
857,2021/01/18 15:00:00+00,Dorchester,9,1784,15,115
858,2021/01/18 15:00:00+00,Frederick,196,11647,213,1249
859,2021/01/18 15:00:00+00,Garrett,0,1971,1,3
860,2021/01/18 15:00:00+00,Harford,317,12003,115,1430
861,2021/01/18 15:00:00+00,Howard,635,15698,228,2219
862,2021/01/18 15:00:00+00,Kent,10,935,1,86
863,2021/01/18 15:00:00+00,Montgomery,401,33771,557,3647
864,2021/01/18 15:00:00+00,Prince George's,701,14401,152,1801
865,2021/01/18 15:00:00+00,Queen Anne's,38,2812,29,228
866,2021/01/18 15:00:00+00,Somerset,31,859,74,234
867,2021/01/18 15:00:00+00,St. Mary's,382,6547,29,248
868,2021/01/18 15:00:00+00,Talbot,52,2484,59,172
869,2021/01/18 15:00:00+00,Unknown,157,21295,230,1854
870,2021/01/18 15:00:00+00,Washington,11,6096,239,879
871,2021/01/18 15:00:00+00,Wicomico,549,5854,19,853
872,2021/01/18 15:00:00+00,Worcester,93,3131,7,479
873,2021/01/19 15:00:00+00,Allegany,316,3353,82,110
874,2021/01/19 15:00:00+00,Anne Arundel,2144,24319,495,2500
875,2021/01/19 15:00:00+00,Baltimore,3365,45138,974,5830
876,2021/01/19 15:00:00+00,Baltimore City,1279,25496,675,4391
877,2021/01/19 15:00:00+00,Calvert,96,4850,48,228
878,2021/01/19 15:00:00+00,Caroline,37,1892,3,110
879,2021/01/19 15:00:00+00,Carroll,220,8973,81,939
880,2021/01/19 15:00:00+00,Cecil,421,3766,24,161
881,2021/01/19 15:00:00+00,Charles,65,4054,12,341
882,2021/01/19 15:00:00+00,Dorchester,216,2000,6,121
883,2021/01/19 15:00:00+00,Frederick,639,12286,161,1410
884,2021/01/19 15:00:00+00,Garrett,64,2035,12,15
885,2021/01/19 15:00:00+00,Harford,872,12875,202,1632
886,2021/01/19 15:00:00+00,Howard,880,16578,267,2486
887,2021/01/19 15:00:00+00,Kent,71,1006,1,87
888,2021/01/19 15:00:00+00,Montgomery,2566,36337,417,4064
889,2021/01/19 15:00:00+00,Prince George's,682,15083,251,2052
890,2021/01/19 15:00:00+00,Queen Anne's,144,2956,22,250
891,2021/01/19 15:00:00+00,Somerset,37,896,10,244
892,2021/01/19 15:00:00+00,St. Mary's,34,6581,30,278
893,2021/01/19 15:00:00+00,Talbot,128,2612,6,178
894,2021/01/19 15:00:00+00,Unknown,434,21729,287,2141
895,2021/01/19 15:00:00+00,Washington,367,6463,142,1021
896,2021/01/19 15:00:00+00,Wicomico,416,6270,150,1003
897,2021/01/19 15:00:00+00,Worcester,588,3719,95,574
898,2021/01/20 15:00:00+00,Allegany,307,3660,163,273
899,2021/01/20 15:00:00+00,Anne Arundel,2058,26377,471,2971
900,2021/01/20 15:00:00+00,Baltimore,3788,48926,817,6647
901,2021/01/20 15:00:00+00,Baltimore City,1658,27154,579,4970
902,2021/01/20 15:00:00+00,Calvert,439,5289,101,329
903,2021/01/20 15:00:00+00,Caroline,376,2268,28,138
904,2021/01/20 15:00:00+00,Carroll,779,9752,113,1052
905,2021/01/20 15:00:00+00,Cecil,346,4112,49,210
906,2021/01/20 15:00:00+00,Charles,1280,5334,17,358
907,2021/01/20 15:00:00+00,Dorchester,56,2056,77,198
908,2021/01/20 15:00:00+00,Frederick,1135,13421,267,1677
909,2021/01/20 15:00:00+00,Garrett,7,2042,15,30
910,2021/01/20 15:00:00+00,Harford,900,13775,169,1801
911,2021/01/20 15:00:00+00,Howard,563,17141,292,2778
912,2021/01/20 15:00:00+00,Kent,100,1106,46,133
913,2021/01/20 15:00:00+00,Montgomery,3413,39750,482,4546
914,2021/01/20 15:00:00+00,Prince George's,845,15928,280,2332
915,2021/01/20 15:00:00+00,Queen Anne's,149,3105,41,291
916,2021/01/20 15:00:00+00,Somerset,228,1124,1,245
917,2021/01/20 15:00:00+00,St. Mary's,198,6779,35,313
918,2021/01/20 15:00:00+00,Talbot,270,2882,26,204
919,2021/01/20 15:00:00+00,Unknown,456,22185,366,2507
920,2021/01/20 15:00:00+00,Washington,525,6988,279,1300
921,2021/01/20 15:00:00+00,Wicomico,373,6643,25,1028
922,2021/01/20 15:00:00+00,Worcester,178,3897,8,582
923,2021/01/21 15:00:00+00,Allegany,662,4322,2,275
924,2021/01/21 15:00:00+00,Anne Arundel,2187,28564,388,3359
925,2021/01/21 15:00:00+00,Baltimore,3700,52626,689,7336
926,2021/01/21 15:00:00+00,Baltimore City,1775,28929,571,5541
927,2021/01/21 15:00:00+00,Calvert,696,5985,23,352
928,2021/01/21 15:00:00+00,Caroline,111,2379,8,146
929,2021/01/21 15:00:00+00,Carroll,734,10486,99,1151
930,2021/01/21 15:00:00+00,Cecil,676,4788,30,240
931,2021/01/21 15:00:00+00,Charles,167,5501,15,373
932,2021/01/21 15:00:00+00,Dorchester,226,2282,23,221
933,2021/01/21 15:00:00+00,Frederick,1210,14631,68,1745
934,2021/01/21 15:00:00+00,Garrett,25,2067,10,40
935,2021/01/21 15:00:00+00,Harford,984,14759,171,1972
936,2021/01/21 15:00:00+00,Howard,1280,18421,254,3032
937,2021/01/21 15:00:00+00,Kent,125,1231,2,135
938,2021/01/21 15:00:00+00,Montgomery,3415,43165,194,4740
939,2021/01/21 15:00:00+00,Prince George's,1410,17338,140,2472
940,2021/01/21 15:00:00+00,Queen Anne's,120,3225,23,314
941,2021/01/21 15:00:00+00,Somerset,70,1194,1,246
942,2021/01/21 15:00:00+00,St. Mary's,342,7121,11,324
943,2021/01/21 15:00:00+00,Talbot,192,3074,8,212
944,2021/01/21 15:00:00+00,Unknown,638,22823,195,2702
945,2021/01/21 15:00:00+00,Washington,730,7718,131,1431
946,2021/01/21 15:00:00+00,Wicomico,727,7370,52,1080
947,2021/01/21 15:00:00+00,Worcester,534,4431,14,596
948,2021/01/22 15:00:00+00,Allegany,378,4700,2,277
949,2021/01/22 15:00:00+00,Anne Arundel,2159,30723,331,3690
950,2021/01/22 15:00:00+00,Baltimore,4618,57244,575,7911
951,2021/01/22 15:00:00+00,Baltimore City,2254,31183,397,5938
952,2021/01/22 15:00:00+00,Calvert,726,6711,42,394
953,2021/01/22 15:00:00+00,Caroline,191,2570,29,175
954,2021/01/22 15:00:00+00,Carroll,679,11165,52,1203
955,2021/01/22 15:00:00+00,Cecil,406,5194,33,273
956,2021/01/22 15:00:00+00,Charles,168,5669,14,387
957,2021/01/22 15:00:00+00,Dorchester,230,2512,19,240
958,2021/01/22 15:00:00+00,Frederick,1641,16272,42,1787
959,2021/01/22 15:00:00+00,Garrett,421,2488,15,55
960,2021/01/22 15:00:00+00,Harford,1458,16217,172,2144
961,2021/01/22 15:00:00+00,Howard,1591,20012,219,3251
962,2021/01/22 15:00:00+00,Kent,69,1300,3,138
963,2021/01/22 15:00:00+00,Montgomery,4974,48139,590,5330
964,2021/01/22 15:00:00+00,Prince George's,1979,19317,107,2579
