OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
965,2021/01/22 15:00:00+00,Queen Anne's,574,3799,15,329
966,2021/01/22 15:00:00+00,Somerset,206,1400,3,249
967,2021/01/22 15:00:00+00,St. Mary's,482,7603,120,444
968,2021/01/22 15:00:00+00,Talbot,798,3872,23,235
969,2021/01/22 15:00:00+00,Unknown,792,23615,134,2836
970,2021/01/22 15:00:00+00,Washington,628,8346,102,1533
971,2021/01/22 15:00:00+00,Wicomico,501,7871,95,1175
972,2021/01/22 15:00:00+00,Worcester,225,4656,14,610
973,2021/01/23 15:00:00+00,Allegany,66,4766,0,277
974,2021/01/23 15:00:00+00,Anne Arundel,667,31390,77,3767
975,2021/01/23 15:00:00+00,Baltimore,1230,58474,260,8171
976,2021/01/23 15:00:00+00,Baltimore City,805,31988,203,6141
977,2021/01/23 15:00:00+00,Calvert,51,6762,0,394
978,2021/01/23 15:00:00+00,Caroline,7,2577,15,190
979,2021/01/23 15:00:00+00,Carroll,79,11244,16,1219
980,2021/01/23 15:00:00+00,Cecil,97,5291,18,291
981,2021/01/23 15:00:00+00,Charles,939,6608,5,392
982,2021/01/23 15:00:00+00,Dorchester,0,2512,25,265
983,2021/01/23 15:00:00+00,Frederick,452,16724,11,1798
984,2021/01/23 15:00:00+00,Garrett,7,2495,0,55
985,2021/01/23 15:00:00+00,Harford,308,16525,44,2188
986,2021/01/23 15:00:00+00,Howard,434,20446,64,3315
987,2021/01/23 15:00:00+00,Kent,7,1307,0,138
988,2021/01/23 15:00:00+00,Montgomery,1863,50002,338,5668
989,2021/01/23 15:00:00+00,Prince George's,781,20098,46,2625
990,2021/01/23 15:00:00+00,Queen Anne's,14,3813,11,340
991,2021/01/23 15:00:00+00,Somerset,158,1558,2,251
992,2021/01/23 15:00:00+00,St. Mary's,507,8110,1,445
993,2021/01/23 15:00:00+00,Talbot,25,3897,46,281
994,2021/01/23 15:00:00+00,Unknown,347,23962,75,2911
995,2021/01/23 15:00:00+00,Washington,70,8416,3,1536
996,2021/01/23 15:00:00+00,Wicomico,229,8100,98,1273
997,2021/01/23 15:00:00+00,Worcester,235,4891,5,615
998,2021/01/24 15:00:00+00,Allegany,31,4797,1,278
999,2021/01/24 15:00:00+00,Anne Arundel,520,31910,51,3818
1000,2021/01/24 15:00:00+00,Baltimore,289,58763,509,8680
1001,2021/01/24 15:00:00+00,Baltimore City,268,32256,146,6287
1002,2021/01/24 15:00:00+00,Calvert,5,6767,6,400
1003,2021/01/24 15:00:00+00,Caroline,1,2578,1,191
1004,2021/01/24 15:00:00+00,Carroll,69,11313,40,1259
1005,2021/01/24 15:00:00+00,Cecil,3,5294,3,294
1006,2021/01/24 15:00:00+00,Charles,39,6647,8,400
1007,2021/01/24 15:00:00+00,Dorchester,0,2512,2,267
1008,2021/01/24 15:00:00+00,Frederick,78,16802,111,1909
1009,2021/01/24 15:00:00+00,Garrett,1,2496,0,55
1010,2021/01/24 15:00:00+00,Harford,322,16847,48,2236
1011,2021/01/24 15:00:00+00,Howard,60,20506,43,3358
1012,2021/01/24 15:00:00+00,Kent,188,1495,55,193
1013,2021/01/24 15:00:00+00,Montgomery,700,50702,141,5809
1014,2021/01/24 15:00:00+00,Prince George's,299,20397,181,2806
1015,2021/01/24 15:00:00+00,Queen Anne's,9,3822,17,357
1016,2021/01/24 15:00:00+00,Somerset,3,1561,2,253
1017,2021/01/24 15:00:00+00,St. Mary's,0,8110,1,446
1018,2021/01/24 15:00:00+00,Talbot,1,3898,3,284
1019,2021/01/24 15:00:00+00,Unknown,166,24128,71,2982
1020,2021/01/24 15:00:00+00,Washington,137,8553,60,1596
1021,2021/01/24 15:00:00+00,Wicomico,18,8118,29,1302
1022,2021/01/24 15:00:00+00,Worcester,2,4893,4,619
1023,2021/01/25 15:00:00+00,Allegany,331,5128,197,475
1024,2021/01/25 15:00:00+00,Anne Arundel,1521,33431,940,4758
1025,2021/01/25 15:00:00+00,Baltimore,3128,61891,1619,10299
1026,2021/01/25 15:00:00+00,Baltimore City,1432,33688,780,7067
1027,2021/01/25 15:00:00+00,Calvert,54,6821,78,478
1028,2021/01/25 15:00:00+00,Caroline,49,2627,29,220
1029,2021/01/25 15:00:00+00,Carroll,253,11566,279,1538
1030,2021/01/25 15:00:00+00,Cecil,293,5587,95,389
1031,2021/01/25 15:00:00+00,Charles,155,6802,45,445
1032,2021/01/25 15:00:00+00,Dorchester,81,2593,36,303
1033,2021/01/25 15:00:00+00,Frederick,574,17376,320,2229
1034,2021/01/25 15:00:00+00,Garrett,124,2620,90,145
1035,2021/01/25 15:00:00+00,Harford,939,17786,388,2624
1036,2021/01/25 15:00:00+00,Howard,1125,21631,420,3778
1037,2021/01/25 15:00:00+00,Kent,208,1703,5,198
1038,2021/01/25 15:00:00+00,Montgomery,2539,53241,906,6715
1039,2021/01/25 15:00:00+00,Prince George's,1163,21560,378,3184
1040,2021/01/25 15:00:00+00,Queen Anne's,68,3890,37,394
1041,2021/01/25 15:00:00+00,Somerset,22,1583,16,269
1042,2021/01/25 15:00:00+00,St. Mary's,40,8150,57,503
1043,2021/01/25 15:00:00+00,Talbot,136,4034,50,334
1044,2021/01/25 15:00:00+00,Unknown,619,24747,603,3585
1045,2021/01/25 15:00:00+00,Washington,595,9148,324,1920
1046,2021/01/25 15:00:00+00,Wicomico,405,8523,274,1576
1047,2021/01/25 15:00:00+00,Worcester,198,5091,52,671
1048,2021/01/26 15:00:00+00,Allegany,68,5196,92,567
1049,2021/01/26 15:00:00+00,Anne Arundel,1525,34956,861,5619
1050,2021/01/26 15:00:00+00,Baltimore,2463,64354,1717,12016
1051,2021/01/26 15:00:00+00,Baltimore City,1553,35241,801,7868
1052,2021/01/26 15:00:00+00,Calvert,60,6881,93,571
1053,2021/01/26 15:00:00+00,Caroline,113,2740,91,311
1054,2021/01/26 15:00:00+00,Carroll,251,11817,363,1901
1055,2021/01/26 15:00:00+00,Cecil,669,6256,258,647
1056,2021/01/26 15:00:00+00,Charles,181,6983,54,499
1057,2021/01/26 15:00:00+00,Dorchester,110,2703,139,442
1058,2021/01/26 15:00:00+00,Frederick,586,17962,343,2572
1059,2021/01/26 15:00:00+00,Garrett,46,2666,5,150
1060,2021/01/26 15:00:00+00,Harford,847,18633,447,3071
1061,2021/01/26 15:00:00+00,Howard,694,22325,391,4169
1062,2021/01/26 15:00:00+00,Kent,116,1819,58,256
1063,2021/01/26 15:00:00+00,Montgomery,3415,56656,545,7260
1064,2021/01/26 15:00:00+00,Prince George's,1852,23412,211,3395
1065,2021/01/26 15:00:00+00,Queen Anne's,171,4061,112,506
1066,2021/01/26 15:00:00+00,Somerset,16,1599,24,293
1067,2021/01/26 15:00:00+00,St. Mary's,503,8653,403,906
1068,2021/01/26 15:00:00+00,Talbot,146,4180,59,393
1069,2021/01/26 15:00:00+00,Unknown,567,25314,478,4063
1070,2021/01/26 15:00:00+00,Washington,513,9661,191,2111
1071,2021/01/26 15:00:00+00,Wicomico,238,8761,303,1879
1072,2021/01/26 15:00:00+00,Worcester,443,5534,135,806
1073,2021/01/27 15:00:00+00,Allegany,417,5613,253,820
1074,2021/01/27 15:00:00+00,Anne Arundel,1849,36805,931,6550
1075,2021/01/27 15:00:00+00,Baltimore,3966,68320,1806,13822
1076,2021/01/27 15:00:00+00,Baltimore City,1810,37051,1015,8883
1077,2021/01/27 15:00:00+00,Calvert,120,7001,399,970
1078,2021/01/27 15:00:00+00,Caroline,109,2849,193,504
1079,2021/01/27 15:00:00+00,Carroll,1038,12855,450,2351
1080,2021/01/27 15:00:00+00,Cecil,358,6614,97,744
1081,2021/01/27 15:00:00+00,Charles,1305,8288,147,646
1082,2021/01/27 15:00:00+00,Dorchester,46,2749,53,495
1083,2021/01/27 15:00:00+00,Frederick,1501,19463,530,3102
1084,2021/01/27 15:00:00+00,Garrett,94,2760,251,401
1085,2021/01/27 15:00:00+00,Harford,1372,20005,718,3789
1086,2021/01/27 15:00:00+00,Howard,1445,23770,550,4719
1087,2021/01/27 15:00:00+00,Kent,279,2098,5,261
1088,2021/01/27 15:00:00+00,Montgomery,3393,60049,1694,8954
1089,2021/01/27 15:00:00+00,Prince George's,2172,25584,449,3844
1090,2021/01/27 15:00:00+00,Queen Anne's,187,4248,82,588
1091,2021/01/27 15:00:00+00,Somerset,177,1776,38,331
1092,2021/01/27 15:00:00+00,St. Mary's,514,9167,380,1286
1093,2021/01/27 15:00:00+00,Talbot,106,4286,83,476
1094,2021/01/27 15:00:00+00,Unknown,487,25801,833,4896
1095,2021/01/27 15:00:00+00,Washington,523,10184,456,2567
1096,2021/01/27 15:00:00+00,Wicomico,248,9009,301,2180
1097,2021/01/27 15:00:00+00,Worcester,288,5822,92,898
1098,2021/01/28 15:00:00+00,Allegany,824,6437,4,824
1099,2021/01/28 15:00:00+00,Anne Arundel,1726,38531,736,7286
1100,2021/01/28 15:00:00+00,Baltimore,2574,70894,1381,15203
1101,2021/01/28 15:00:00+00,Baltimore City,1713,38764,724,9607
1102,2021/01/28 15:00:00+00,Calvert,505,7506,336,1306
1103,2021/01/28 15:00:00+00,Caroline,275,3124,104,608
1104,2021/01/28 15:00:00+00,Carroll,726,13581,253,2604
1105,2021/01/28 15:00:00+00,Cecil,605,7219,142,886
1106,2021/01/28 15:00:00+00,Charles,224,8512,126,772
1107,2021/01/28 15:00:00+00,Dorchester,57,2806,71,566
1108,2021/01/28 15:00:00+00,Frederick,854,20317,417,3519
1109,2021/01/28 15:00:00+00,Garrett,81,2841,47,448
1110,2021/01/28 15:00:00+00,Harford,1079,21084,365,4154
1111,2021/01/28 15:00:00+00,Howard,1690,25460,643,5362
1112,2021/01/28 15:00:00+00,Kent,93,2191,120,381
1113,2021/01/28 15:00:00+00,Montgomery,3798,63847,1366,10320
1114,2021/01/28 15:00:00+00,Prince George's,2131,27715,334,4178
1115,2021/01/28 15:00:00+00,Queen Anne's,176,4424,86,674
1116,2021/01/28 15:00:00+00,Somerset,14,1790,17,348
1117,2021/01/28 15:00:00+00,St. Mary's,1089,10256,276,1562
1118,2021/01/28 15:00:00+00,Talbot,87,4373,64,540
1119,2021/01/28 15:00:00+00,Unknown,564,26365,546,5442
1120,2021/01/28 15:00:00+00,Washington,556,10740,387,2954
1121,2021/01/28 15:00:00+00,Wicomico,223,9232,155,2335
1122,2021/01/28 15:00:00+00,Worcester,181,6003,52,950
1123,2021/01/29 15:00:00+00,Allegany,863,7300,25,849
1124,2021/01/29 15:00:00+00,Anne Arundel,1685,40216,911,8197
1125,2021/01/29 15:00:00+00,Baltimore,2302,73196,1321,16524
1126,2021/01/29 15:00:00+00,Baltimore City,1932,40696,843,10450
1127,2021/01/29 15:00:00+00,Calvert,867,8373,144,1450
1128,2021/01/29 15:00:00+00,Caroline,186,3310,125,733
1129,2021/01/29 15:00:00+00,Carroll,494,14075,149,2753
1130,2021/01/29 15:00:00+00,Cecil,471,7690,50,936
1131,2021/01/29 15:00:00+00,Charles,149,8661,99,871
1132,2021/01/29 15:00:00+00,Dorchester,120,2926,48,614
1133,2021/01/29 15:00:00+00,Frederick,1393,21710,87,3606
1134,2021/01/29 15:00:00+00,Garrett,400,3241,47,495
1135,2021/01/29 15:00:00+00,Harford,1280,22364,279,4433
1136,2021/01/29 15:00:00+00,Howard,1943,27403,426,5788
1137,2021/01/29 15:00:00+00,Kent,167,2358,10,391
1138,2021/01/29 15:00:00+00,Montgomery,4341,68188,773,11093
1139,2021/01/29 15:00:00+00,Prince George's,1741,29456,239,4417
1140,2021/01/29 15:00:00+00,Queen Anne's,119,4543,51,725
1141,2021/01/29 15:00:00+00,Somerset,203,1993,12,360
1142,2021/01/29 15:00:00+00,St. Mary's,460,10716,375,1937
1143,2021/01/29 15:00:00+00,Talbot,343,4716,50,590
1144,2021/01/29 15:00:00+00,Unknown,620,26985,352,5794
1145,2021/01/29 15:00:00+00,Washington,496,11236,8,2962
1146,2021/01/29 15:00:00+00,Wicomico,418,9650,153,2488
1147,2021/01/29 15:00:00+00,Worcester,413,6416,33,983
1148,2021/01/30 15:00:00+00,Allegany,5,7305,0,849
1149,2021/01/30 15:00:00+00,Anne Arundel,1090,41306,101,8298
1150,2021/01/30 15:00:00+00,Baltimore,3300,76496,412,16936
1151,2021/01/30 15:00:00+00,Baltimore City,1010,41706,360,10810
1152,2021/01/30 15:00:00+00,Calvert,484,8857,17,1467
1153,2021/01/30 15:00:00+00,Caroline,5,3315,5,738
1154,2021/01/30 15:00:00+00,Carroll,441,14516,65,2818
1155,2021/01/30 15:00:00+00,Cecil,356,8046,31,967
1156,2021/01/30 15:00:00+00,Charles,85,8746,14,885
1157,2021/01/30 15:00:00+00,Dorchester,9,2935,3,617
1158,2021/01/30 15:00:00+00,Frederick,1075,22785,189,3795
1159,2021/01/30 15:00:00+00,Garrett,10,3251,0,495
1160,2021/01/30 15:00:00+00,Harford,584,22948,96,4529
1161,2021/01/30 15:00:00+00,Howard,2966,30369,178,5966
1162,2021/01/30 15:00:00+00,Kent,15,2373,0,391
1163,2021/01/30 15:00:00+00,Montgomery,2679,70867,223,11316
1164,2021/01/30 15:00:00+00,Prince George's,1293,30749,53,4470
1165,2021/01/30 15:00:00+00,Queen Anne's,21,4564,3,728
1166,2021/01/30 15:00:00+00,Somerset,20,2013,51,411
1167,2021/01/30 15:00:00+00,St. Mary's,730,11446,181,2118
1168,2021/01/30 15:00:00+00,Talbot,9,4725,6,596
1169,2021/01/30 15:00:00+00,Unknown,343,27328,104,5898
1170,2021/01/30 15:00:00+00,Washington,43,11279,29,2991
1171,2021/01/30 15:00:00+00,Wicomico,444,10094,75,2563
1172,2021/01/30 15:00:00+00,Worcester,182,6598,19,1002
1173,2021/01/31 15:00:00+00,Allegany,1,7306,0,849
1174,2021/01/31 15:00:00+00,Anne Arundel,405,41711,296,8594
1175,2021/01/31 15:00:00+00,Baltimore,563,77059,211,17147
1176,2021/01/31 15:00:00+00,Baltimore City,355,42061,211,11021
1177,2021/01/31 15:00:00+00,Calvert,20,8877,5,1472
1178,2021/01/31 15:00:00+00,Caroline,1,3316,1,739
1179,2021/01/31 15:00:00+00,Carroll,23,14539,13,2831
1180,2021/01/31 15:00:00+00,Cecil,14,8060,1,968
1181,2021/01/31 15:00:00+00,Charles,39,8785,1,886
1182,2021/01/31 15:00:00+00,Dorchester,5,2940,0,617
1183,2021/01/31 15:00:00+00,Frederick,27,22812,3,3798
1184,2021/01/31 15:00:00+00,Garrett,20,3271,1,496
1185,2021/01/31 15:00:00+00,Harford,129,23077,17,4546
1186,2021/01/31 15:00:00+00,Howard,123,30492,41,6007
1187,2021/01/31 15:00:00+00,Kent,2,2375,0,391
1188,2021/01/31 15:00:00+00,Montgomery,1044,71911,120,11436
1189,2021/01/31 15:00:00+00,Prince George's,651,31400,162,4632
1190,2021/01/31 15:00:00+00,Queen Anne's,4,4568,3,731
1191,2021/01/31 15:00:00+00,St. Mary's,3,11449,0,2118
1192,2021/01/31 15:00:00+00,Talbot,40,4765,0,596
1193,2021/01/31 15:00:00+00,Unknown,142,27470,31,5929
1194,2021/01/31 15:00:00+00,Washington,2,11281,1,2992
1195,2021/01/31 15:00:00+00,Wicomico,6,10100,37,2600
1196,2021/01/31 15:00:00+00,Worcester,3,6601,0,1002
1197,2021/02/01 15:00:00+00,Allegany,26,7332,103,952
1198,2021/02/01 15:00:00+00,Anne Arundel,692,42403,284,8878
1199,2021/02/01 15:00:00+00,Baltimore,1300,78359,916,18063
1200,2021/02/01 15:00:00+00,Baltimore City,255,42316,485,11506
1201,2021/02/01 15:00:00+00,Calvert,37,8914,18,1490
1202,2021/02/01 15:00:00+00,Caroline,12,3328,11,750
1203,2021/02/01 15:00:00+00,Carroll,266,14805,266,3097
1204,2021/02/01 15:00:00+00,Cecil,18,8078,2,970
1205,2021/02/01 15:00:00+00,Charles,42,8827,62,948
1206,2021/02/01 15:00:00+00,Dorchester,86,3026,9,626
1207,2021/02/01 15:00:00+00,Frederick,92,22904,62,3860
1208,2021/02/01 15:00:00+00,Garrett,31,3302,48,544
1209,2021/02/01 15:00:00+00,Harford,135,23212,224,4770
1210,2021/02/01 15:00:00+00,Howard,148,30640,191,6198
1211,2021/02/01 15:00:00+00,Kent,0,2375,7,398
1212,2021/02/01 15:00:00+00,Montgomery,987,72898,369,11805
1213,2021/02/01 15:00:00+00,Prince George's,483,31883,318,4950
1214,2021/02/01 15:00:00+00,Queen Anne's,23,4591,169,900
1215,2021/02/01 15:00:00+00,Somerset,29,2042,1,412
1216,2021/02/01 15:00:00+00,St. Mary's,17,11466,115,2233
1217,2021/02/01 15:00:00+00,Talbot,34,4799,33,629
1218,2021/02/01 15:00:00+00,Unknown,222,27692,181,6110
1219,2021/02/01 15:00:00+00,Washington,409,11690,9,3001
1220,2021/02/01 15:00:00+00,Wicomico,610,10710,17,2617
1221,2021/02/01 15:00:00+00,Worcester,199,6800,4,1006
1222,2021/02/02 15:00:00+00,Allegany,401,7733,302,1254
1223,2021/02/02 15:00:00+00,Anne Arundel,1231,43634,1440,10318
1224,2021/02/02 15:00:00+00,Baltimore,1073,79432,2413,20476
1225,2021/02/02 15:00:00+00,Baltimore City,759,43075,1380,12886
1226,2021/02/02 15:00:00+00,Calvert,59,8973,124,1614
1227,2021/02/02 15:00:00+00,Caroline,138,3466,81,831
1228,2021/02/02 15:00:00+00,Carroll,198,15003,237,3334
1229,2021/02/02 15:00:00+00,Cecil,33,8111,129,1099
1230,2021/02/02 15:00:00+00,Charles,112,8939,113,1061
1231,2021/02/02 15:00:00+00,Dorchester,114,3140,128,754
1232,2021/02/02 15:00:00+00,Frederick,613,23517,661,4521
1233,2021/02/02 15:00:00+00,Garrett,38,3340,41,585
1234,2021/02/02 15:00:00+00,Harford,292,23504,572,5342
1235,2021/02/02 15:00:00+00,Howard,465,31105,583,6781
1236,2021/02/02 15:00:00+00,Kent,9,2384,34,432
1237,2021/02/02 15:00:00+00,Montgomery,3011,75909,1922,13727
1238,2021/02/02 15:00:00+00,Prince George's,1245,33128,926,5876
1239,2021/02/02 15:00:00+00,Queen Anne's,53,4644,144,1044
1240,2021/02/02 15:00:00+00,Somerset,13,2055,17,429
1241,2021/02/02 15:00:00+00,St. Mary's,57,11523,263,2496
1242,2021/02/02 15:00:00+00,Talbot,111,4910,73,702
1243,2021/02/02 15:00:00+00,Unknown,294,27986,700,6810
1244,2021/02/02 15:00:00+00,Washington,709,12399,43,3044
1245,2021/02/02 15:00:00+00,Wicomico,284,10994,275,2892
1246,2021/02/02 15:00:00+00,Worcester,231,7031,346,1352
1247,2021/02/03 15:00:00+00,Allegany,49,7782,190,1444
1248,2021/02/03 15:00:00+00,Anne Arundel,1432,45066,2066,12384
1249,2021/02/03 15:00:00+00,Baltimore,1669,81101,3807,24283
1250,2021/02/03 15:00:00+00,Baltimore City,1442,44517,1611,14497
1251,2021/02/03 15:00:00+00,Calvert,454,9427,163,1777
1252,2021/02/03 15:00:00+00,Caroline,107,3573,113,944
1253,2021/02/03 15:00:00+00,Carroll,499,15502,1120,4454
1254,2021/02/03 15:00:00+00,Cecil,97,8208,160,1259
1255,2021/02/03 15:00:00+00,Charles,154,9093,155,1216
1256,2021/02/03 15:00:00+00,Dorchester,57,3197,40,794
1257,2021/02/03 15:00:00+00,Frederick,1760,25277,462,4983
1258,2021/02/03 15:00:00+00,Garrett,89,3429,183,768
1259,2021/02/03 15:00:00+00,Harford,643,24147,1019,6361
1260,2021/02/03 15:00:00+00,Howard,984,32089,1691,8472
1261,2021/02/03 15:00:00+00,Kent,183,2567,22,454
1262,2021/02/03 15:00:00+00,Montgomery,3065,78974,1484,15211
1263,2021/02/03 15:00:00+00,Prince George's,1846,34974,753,6629
1264,2021/02/03 15:00:00+00,Queen Anne's,223,4867,263,1307
1265,2021/02/03 15:00:00+00,Somerset,125,2180,78,507
1266,2021/02/03 15:00:00+00,St. Mary's,516,12039,623,3119
1267,2021/02/03 15:00:00+00,Talbot,93,5003,207,909
1268,2021/02/03 15:00:00+00,Unknown,558,28544,820,7630
1269,2021/02/03 15:00:00+00,Washington,419,12818,254,3298
1270,2021/02/03 15:00:00+00,Wicomico,486,11480,170,3062
1271,2021/02/03 15:00:00+00,Worcester,249,7280,78,1430
1272,2021/02/04 15:00:00+00,Allegany,130,7912,283,1727
1273,2021/02/04 15:00:00+00,Anne Arundel,1514,46580,1885,14269
1274,2021/02/04 15:00:00+00,Baltimore,2802,83903,2446,26729
1275,2021/02/04 15:00:00+00,Baltimore City,1385,45902,1599,16096
1276,2021/02/04 15:00:00+00,Calvert,902,10329,150,1927
1277,2021/02/04 15:00:00+00,Caroline,178,3751,133,1077
1278,2021/02/04 15:00:00+00,Carroll,822,16324,378,4832
1279,2021/02/04 15:00:00+00,Cecil,68,8276,346,1605
1280,2021/02/04 15:00:00+00,Charles,986,10079,103,1319
1281,2021/02/04 15:00:00+00,Dorchester,129,3326,105,899
1282,2021/02/04 15:00:00+00,Frederick,1061,26338,587,5570
1283,2021/02/04 15:00:00+00,Garrett,33,3462,36,804
1284,2021/02/04 15:00:00+00,Harford,664,24811,862,7223
1285,2021/02/04 15:00:00+00,Howard,1329,33418,1004,9476
1286,2021/02/04 15:00:00+00,Kent,88,2655,142,596
1287,2021/02/04 15:00:00+00,Montgomery,3824,82798,2055,17266
1288,2021/02/04 15:00:00+00,Prince George's,1825,36799,643,7272
1289,2021/02/04 15:00:00+00,Queen Anne's,143,5010,187,1494
1290,2021/02/04 15:00:00+00,Somerset,19,2199,15,522
1291,2021/02/04 15:00:00+00,St. Mary's,569,12608,536,3655
1292,2021/02/04 15:00:00+00,Talbot,143,5146,106,1015
1293,2021/02/04 15:00:00+00,Unknown,628,29172,724,8354
1294,2021/02/04 15:00:00+00,Washington,1214,14032,141,3439
1295,2021/02/04 15:00:00+00,Wicomico,598,12078,350,3412
1296,2021/02/04 15:00:00+00,Worcester,258,7538,110,1540
1297,2021/02/05 15:00:00+00,Allegany,195,8107,98,1825
1298,2021/02/05 15:00:00+00,Anne Arundel,1397,47977,1478,15747
1299,2021/02/05 15:00:00+00,Baltimore,3437,87340,2379,29108
1300,2021/02/05 15:00:00+00,Baltimore City,1415,47317,1157,17253
1301,2021/02/05 15:00:00+00,Calvert,404,10733,538,2465
1302,2021/02/05 15:00:00+00,Caroline,64,3815,200,1277
1303,2021/02/05 15:00:00+00,Carroll,308,16632,1042,5874
1304,2021/02/05 15:00:00+00,Cecil,329,8605,81,1686
1305,2021/02/05 15:00:00+00,Charles,131,10210,184,1503
1306,2021/02/05 15:00:00+00,Dorchester,58,3384,137,1036
1307,2021/02/05 15:00:00+00,Frederick,604,26942,429,5999
1308,2021/02/05 15:00:00+00,Garrett,104,3566,349,1153
1309,2021/02/05 15:00:00+00,Harford,601,25412,747,7970
1310,2021/02/05 15:00:00+00,Howard,1450,34868,923,10399
1311,2021/02/05 15:00:00+00,Kent,244,2899,32,628
1312,2021/02/05 15:00:00+00,Montgomery,4052,86850,2477,19743
1313,2021/02/05 15:00:00+00,Prince George's,1602,38401,1338,8610
1314,2021/02/05 15:00:00+00,Queen Anne's,363,5373,306,1800
1315,2021/02/05 15:00:00+00,Somerset,113,2312,69,591
1316,2021/02/05 15:00:00+00,St. Mary's,491,13099,567,4222
1317,2021/02/05 15:00:00+00,Talbot,362,5508,334,1349
1318,2021/02/05 15:00:00+00,Unknown,535,29707,631,8985
1319,2021/02/05 15:00:00+00,Washington,946,14978,443,3882
1320,2021/02/05 15:00:00+00,Wicomico,249,12327,368,3780
1321,2021/02/05 15:00:00+00,Worcester,153,7691,140,1680
1322,2021/02/06 15:00:00+00,Allegany,4,8111,2,1827
1323,2021/02/06 15:00:00+00,Anne Arundel,781,48758,949,16696
1324,2021/02/06 15:00:00+00,Baltimore,3193,90533,610,29718
1325,2021/02/06 15:00:00+00,Baltimore City,965,48282,403,17656
1326,2021/02/06 15:00:00+00,Calvert,71,10804,417,2882
1327,2021/02/06 15:00:00+00,Caroline,8,3823,2,1279
1328,2021/02/06 15:00:00+00,Carroll,179,16811,52,5926
1329,2021/02/06 15:00:00+00,Cecil,300,8905,50,1736
1330,2021/02/06 15:00:00+00,Charles,149,10359,790,2293
1331,2021/02/06 15:00:00+00,Dorchester,3,3387,3,1039
1332,2021/02/06 15:00:00+00,Frederick,162,27104,162,6161
1333,2021/02/06 15:00:00+00,Garrett,13,3579,1,1154
1334,2021/02/06 15:00:00+00,Harford,535,25947,89,8059
1335,2021/02/06 15:00:00+00,Howard,786,35654,419,10818
1336,2021/02/06 15:00:00+00,Kent,20,2919,13,641
1337,2021/02/06 15:00:00+00,Montgomery,1964,88814,246,19989
1338,2021/02/06 15:00:00+00,Prince George's,1085,39486,480,9090
1339,2021/02/06 15:00:00+00,Queen Anne's,56,5429,27,1827
1340,2021/02/06 15:00:00+00,Somerset,9,2321,0,591
1341,2021/02/06 15:00:00+00,St. Mary's,36,13135,981,5203
1342,2021/02/06 15:00:00+00,Talbot,23,5531,11,1360
1343,2021/02/06 15:00:00+00,Unknown,350,30057,190,9175
1344,2021/02/06 15:00:00+00,Washington,10,14988,16,3898
1345,2021/02/06 15:00:00+00,Wicomico,72,12399,19,3799
1346,2021/02/06 15:00:00+00,Worcester,150,7841,53,1733
1347,2021/02/07 15:00:00+00,Allegany,3,8114,0,1827
1348,2021/02/07 15:00:00+00,Anne Arundel,289,49047,75,16771
1349,2021/02/07 15:00:00+00,Baltimore,1402,91935,235,29953
1350,2021/02/07 15:00:00+00,Baltimore City,697,48979,189,17845
1351,2021/02/07 15:00:00+00,Calvert,27,10831,8,2890
1352,2021/02/07 15:00:00+00,Caroline,1,3824,38,1317
1353,2021/02/07 15:00:00+00,Carroll,72,16883,13,5939
1354,2021/02/07 15:00:00+00,Cecil,12,8917,48,1784
1355,2021/02/07 15:00:00+00,Charles,74,10433,36,2329
1356,2021/02/07 15:00:00+00,Dorchester,0,3387,2,1041
1357,2021/02/07 15:00:00+00,Frederick,86,27190,60,6221
1358,2021/02/07 15:00:00+00,Garrett,18,3597,0,1154
1359,2021/02/07 15:00:00+00,Harford,95,26042,139,8198
1360,2021/02/07 15:00:00+00,Howard,698,36352,55,10873
1361,2021/02/07 15:00:00+00,Kent,2,2921,0,641
1362,2021/02/07 15:00:00+00,Montgomery,1070,89884,132,20121
1363,2021/02/07 15:00:00+00,Prince George's,832,40318,184,9274
1364,2021/02/07 15:00:00+00,Queen Anne's,17,5446,9,1836
1365,2021/02/07 15:00:00+00,Somerset,8,2329,28,619
1366,2021/02/07 15:00:00+00,St. Mary's,36,13171,145,5348
1367,2021/02/07 15:00:00+00,Talbot,11,5542,3,1363
1368,2021/02/07 15:00:00+00,Unknown,179,30236,66,9241
1369,2021/02/07 15:00:00+00,Washington,13,15001,34,3932
1370,2021/02/07 15:00:00+00,Wicomico,74,12473,4,3803
1371,2021/02/07 15:00:00+00,Worcester,6,7847,11,1744
1372,2021/02/08 15:00:00+00,Allegany,55,8169,126,1953
1373,2021/02/08 15:00:00+00,Anne Arundel,1329,50376,1228,17999
1374,2021/02/08 15:00:00+00,Baltimore,1889,93824,2789,32742
1375,2021/02/08 15:00:00+00,Baltimore City,1094,50073,1068,18913
1376,2021/02/08 15:00:00+00,Calvert,74,10905,99,2989
1377,2021/02/08 15:00:00+00,Caroline,20,3844,26,1343
1378,2021/02/08 15:00:00+00,Carroll,155,17038,264,6203
1379,2021/02/08 15:00:00+00,Cecil,38,8955,95,1879
1380,2021/02/08 15:00:00+00,Charles,101,10534,76,2405
1381,2021/02/08 15:00:00+00,Dorchester,89,3476,26,1067
1382,2021/02/08 15:00:00+00,Frederick,186,27376,509,6730
1383,2021/02/08 15:00:00+00,Garrett,184,3781,206,1360
